"case","timeframe","eventSelector","sourceJobId","dimensions","cell","eventCount","uniqueTickerCount","horizonSessions","eligibleCount","unavailableCount","smallSample","meanReturn","medianReturn","positiveReturnRatio","q25Return","q75Return","medianMfe","medianMae"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S6""}","35","29","245","35","0","false","0.414885055442614","0.3798936684388594","0.9428571428571428","0.11367909627746486","0.6265543983716888","0.4736027030832044","-0.18335644937586681"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""UNKNOWN""}","2","2","20","2","0","true","0.031083025230883465","0.031083025230883465","1","0.025364695326640152","0.03680135513512678","0.07810899865414656","-0.0021595532385563776"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""UNKNOWN""}","2","2","60","2","0","true","-0.04655879213526598","-0.04655879213526598","0.5","-0.07141299135250531","-0.02170459291802665","0.07810899865414656","-0.09815370573766685"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""UNKNOWN""}","2","2","120","2","0","true","-0.10141237256934238","-0.10141237256934238","0","-0.13322092105873798","-0.06960382407994678","0.07810899865414656","-0.1625631545565645"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""UNKNOWN""}","2","2","245","2","0","true","-0.09941757034791082","-0.09941757034791082","0.5","-0.19558304843525207","-0.003252092260569578","0.08913262070139072","-0.24753368500843093"
"biweekly1y_near_score","BIWEEKLY","NEAR_ENTERED","4a2eca50-9d21-4e17-b604-5b57aa1beea1","scoreBand","{""scoreBand"":""LOW""}","0","0","20","0","0","true","","","","","","",""
"biweekly1y_near_score","BIWEEKLY","NEAR_ENTERED","4a2eca50-9d21-4e17-b604-5b57aa1beea1","scoreBand","{""scoreBand"":""LOW""}","0","0","60","0","0","true","","","","","","",""
"biweekly1y_near_score","BIWEEKLY","NEAR_ENTERED","4a2eca50-9d21-4e17-b604-5b57aa1beea1","scoreBand","{""scoreBand"":""LOW""}","0","0","120","0","0","true","","","","","","",""
"biweekly1y_near_score","BIWEEKLY","NEAR_ENTERED","4a2eca50-9d21-4e17-b604-5b57aa1beea1","scoreBand","{""scoreBand"":""LOW""}","0","0","245","0","0","true","","","","","","",""
"biweekly1y_near_score","BIWEEKLY","NEAR_ENTERED","4a2eca50-9d21-4e17-b604-5b57aa1beea1","scoreBand","{""scoreBand"":""MID_LOW""}","4","4","20","4","0","true","0.02188741793709509","0.020579942744146207","0.5","-0.008793001159337233","0.05126036184057853","0.07112616253407655","-0.01680366900954594"
"biweekly1y_near_score","BIWEEKLY","NEAR_ENTERED","4a2eca50-9d21-4e17-b604-5b57aa1beea1","scoreBand","{""scoreBand"":""MID_LOW""}","4","4","60","4","0","true","0.0338275657026762","0.040926572108232584","0.75","0.00720685006812688","0.0675472877427819","0.09025940365901897","-0.06323649208874821"
"biweekly1y_near_score","BIWEEKLY","NEAR_ENTERED","4a2eca50-9d21-4e17-b604-5b57aa1beea1","scoreBand","{""scoreBand"":""MID_LOW""}","4","4","120","4","0","true","-0.007138799207862867","-0.016459320622332907","0.5","-0.06058239629734807","0.0369842764671523","0.09025940365901897","-0.11600197037746574"
"biweekly1y_near_score","BIWEEKLY","NEAR_ENTERED","4a2eca50-9d21-4e17-b604-5b57aa1beea1","scoreBand","{""scoreBand"":""MID_LOW""}","4","4","245","4","0","true","0.12449692932817857","0.1517572032823522","0.75","0.06861770184509608","0.2076364307654347","0.22379105511033726","-0.1313838546874373"
"biweekly1y_near_score","BIWEEKLY","NEAR_ENTERED","4a2eca50-9d21-4e17-b604-5b57aa1beea1","scoreBand","{""scoreBand"":""MID_HIGH""}","776","342","20","776","0","false","0.0019511742651062525","0.007232050628277031","0.5425257731958762","-0.03818914955235628","0.042773882509893224","0.046001328746459236","-0.0405545502745957"
"biweekly1y_near_score","BIWEEKLY","NEAR_ENTERED","4a2eca50-9d21-4e17-b604-5b57aa1beea1","scoreBand","{""scoreBand"":""MID_HIGH""}","776","342","60","776","0","false","0.0005840973673601134","-0.009635715670339828","0.45618556701030927","-0.06612665025732825","0.06356214498696167","0.08030617558601294","-0.09667686042840556"
